Subject	Session	Speaker	all	another	any	both	few	many	more	most	much	only	several	some
84	2	P	26	2	3	0	0	5	14	0	0	0	0	6
84	3	C	0	0	0	0	0	0	2	0	0	0	0	0
84	3	P	23	5	7	0	0	1	19	0	0	4	0	11
84	4	C	0	0	0	0	0	0	3	0	0	0	0	0
84	4	P	21	1	2	0	0	3	23	0	1	0	0	12
84	5	C	0	0	0	0	0	0	2	0	0	0	0	0
84	5	P	10	3	4	0	0	4	16	0	0	0	0	5
84	6	C	0	5	0	0	0	10	1	0	0	0	0	0
84	6	P	11	2	3	1	0	20	16	0	1	3	0	9
84	7	C	4	0	0	0	0	0	4	0	0	0	0	1
84	7	P	20	2	12	0	0	4	6	0	3	3	0	6
85	1	C	0	0	0	0	0	0	0	0	0	0	0	0
85	1	P	21	19	5	1	0	0	27	2	4	5	0	17
85	2	C	0	0	0	0	0	0	0	0	0	0	0	0
85	2	P	34	5	5	0	0	0	19	0	6	7	0	33
85	3	C	0	0	0	0	0	0	8	0	0	0	0	0
85	3	P	39	26	0	1	0	1	44	1	4	0	0	27
85	4	C	28	0	0	0	0	0	3	0	0	0	0	0
85	4	P	46	5	2	1	0	0	36	0	2	2	0	20
85	5	C	3	1	0	0	0	0	10	0	0	0	0	0
85	5	P	23	8	2	1	0	4	23	0	8	3	0	15
85	6	C	0	0	0	0	0	0	24	0	0	0	0	0
85	6	P	41	14	0	0	0	1	53	0	7	5	0	24
85	7	C	1	2	0	0	0	0	11	0	0	1	0	1
85	7	P	18	5	0	1	0	1	22	2	12	2	1	14
87	1	C	0	0	0	0	0	0	0	0	0	0	0	0
87	1	P	5	3	1	0	0	0	0	0	0	0	0	5
87	2	C	0	0	0	0	0	0	0	0	0	0	0	0
87	2	P	3	0	1	0	0	0	0	0	1	0	0	4
87	3	C	0	0	0	0	0	0	0	0	0	0	0	0
87	3	P	0	0	0	0	0	0	0	0	0	0	0	0
87	4	C	0	0	0	0	0	0	18	0	0	0	0	0
87	4	P	6	0	0	0	0	0	1	0	0	0	0	3
87	5	C	1	0	0	0	0	0	2	0	0	0	0	5
87	5	P	1	1	1	0	0	0	2	0	0	0	0	1
87	6	C	0	0	0	0	0	0	0	0	0	0	0	6
87	6	P	1	1	1	0	0	0	1	0	2	0	0	0
87	7	C	8	0	0	0	0	0	0	0	1	0	0	8
87	7	P	1	0	1	0	0	0	6	0	0	0	0	19
88	1	C	0	0	0	0	0	0	0	0	0	0	0	0
88	1	P	16	1	1	0	0	0	1	0	1	0	0	14
88	2	C	2	0	0	0	0	0	0	0	0	0	0	0
88	2	P	9	0	0	0	0	0	2	0	0	0	0	7
88	3	C	0	0	0	0	0	0	0	0	0	0	0	0
88	3	P	3	0	0	0	0	0	0	0	3	0	0	2
88	4	C	5	1	0	0	0	0	4	0	0	0	0	0
88	4	P	2	0	2	0	0	0	2	0	0	0	0	13
88	5	C	1	0	0	0	0	1	1	0	1	0	0	0
88	5	P	9	0	0	0	0	2	0	0	1	0	0	17
88	6	C	5	3	0	0	0	0	7	0	1	5	0	0
88	6	P	4	1	1	0	0	0	4	0	0	0	0	20
88	7	C	13	0	1	0	0	0	7	0	11	6	0	8
88	7	P	6	3	0	0	2	2	4	0	6	0	1	5
89	1	C	0	0	0	0	0	0	0	0	0	0	0	0
89	1	P	1	1	0	0	0	0	7	0	2	0	0	3
89	2	C	1	0	0	0	0	0	0	0	0	0	0	0
89	2	P	12	5	0	0	0	0	4	0	1	0	0	10
89	3	C	1	0	0	0	0	0	1	0	0	0	0	0
89	3	P	1	1	0	1	0	0	4	0	0	0	0	12
89	4	C	0	0	0	0	0	0	0	0	0	0	0	16
89	4	P	4	0	7	0	0	0	3	0	1	0	0	8
89	5	C	1	0	0	0	0	0	0	0	0	0	0	4
89	5	P	4	1	2	0	0	0	1	0	0	1	0	7
89	6	C	1	0	0	0	0	0	6	0	0	0	0	11
89	6	P	6	0	4	0	1	0	6	0	0	0	0	7
89	7	C	8	1	0	0	0	0	2	0	0	0	0	13
89	7	P	12	0	1	0	0	5	5	0	2	1	0	18
91	1	C	1	0	0	0	0	0	0	0	0	0	0	0
91	1	P	16	3	1	0	0	0	8	0	0	0	0	18
91	2	C	16	0	0	0	0	0	2	0	0	0	0	0
91	2	P	27	8	0	0	0	1	1	0	1	0	0	15
91	3	C	7	4	0	0	0	0	24	0	0	0	0	0
91	3	P	39	13	4	0	0	12	17	1	1	0	0	20
91	4	C	2	4	0	0	0	0	6	0	0	0	0	7
91	4	P	12	4	1	0	1	0	8	0	1	0	0	21
91	5	C	8	5	1	0	0	0	18	0	1	2	0	6
91	5	P	23	2	4	1	6	3	11	0	6	3	0	22
91	6	C	1	7	0	0	0	0	14	0	0	2	0	8
91	6	P	6	2	0	0	3	1	5	1	0	1	0	9
91	7	C	7	0	0	1	1	0	16	0	0	4	0	6
91	7	P	21	0	5	3	2	2	15	1	0	2	0	17
92	1	C	0	0	0	0	0	0	0	0	0	0	0	0
92	1	P	12	7	0	0	0	2	7	0	1	1	0	18
92	2	C	0	0	0	0	0	0	0	0	0	0	0	0
92	2	P	17	8	1	0	0	1	4	0	0	1	0	13
92	3	C	3	1	0	0	0	0	0	0	0	0	0	0
92	3	P	10	9	2	0	0	4	8	0	0	0	0	16
92	4	C	3	3	0	0	0	0	0	0	0	0	0	0
92	4	P	7	4	0	0	2	1	13	0	1	0	0	15
92	5	C	5	1	0	1	0	1	3	0	0	0	0	2
92	5	P	18	3	1	1	1	2	24	0	0	3	0	39
92	6	C	5	4	0	0	0	0	8	0	3	0	0	45
92	6	P	30	6	2	3	0	1	10	0	4	3	0	41
92	7	C	11	5	0	0	0	0	6	0	0	0	0	1
92	7	P	40	16	2	0	2	5	21	0	0	3	0	24
100	1	C	0	0	0	0	0	0	0	0	0	0	0	0
100	1	P	12	2	0	0	0	0	3	0	0	0	0	11
100	2	C	4	0	0	0	0	0	10	0	0	0	0	0
100	2	P	26	5	2	0	0	0	26	0	2	1	0	19
100	3	C	12	1	0	0	0	0	12	0	0	0	0	0
100	3	P	35	10	0	0	0	1	13	0	3	0	0	10
100	4	C	6	3	0	0	0	0	5	0	0	0	0	0
100	4	P	30	11	1	0	0	0	14	0	0	3	0	46
100	5	C	19	2	0	0	0	0	10	0	0	0	0	1
100	5	P	24	7	1	0	0	0	4	0	0	0	0	1
100	6	C	5	1	0	0	0	0	3	0	0	0	0	0
100	6	P	21	7	4	0	0	0	9	0	2	2	0	16
100	7	C	8	24	0	0	0	0	14	0	0	0	0	26
100	7	P	13	2	9	0	0	0	12	0	3	0	0	16
102	1	C	0	0	0	0	0	0	0	0	0	0	0	0
102	1	P	20	3	0	0	0	1	10	0	0	0	0	18
102	2	C	1	0	0	0	0	0	0	0	0	0	0	0
102	2	P	12	5	1	0	0	1	3	0	0	0	0	7
102	3	C	0	0	0	0	0	0	0	0	0	0	0	0
102	3	P	26	6	1	0	1	0	6	0	0	4	0	8
102	4	C	3	5	0	0	0	0	0	0	0	0	0	0
102	4	P	17	3	0	0	0	1	5	2	0	1	0	11
102	5	C	0	12	0	0	0	0	6	0	0	0	0	0
102	5	P	10	6	5	3	0	0	15	0	0	0	0	26
102	6	C	0	0	0	0	0	0	0	0	0	0	0	0
102	6	P	4	2	3	0	0	0	5	0	2	0	0	21
102	7	C	7	1	0	0	0	1	4	0	0	4	0	5
102	7	P	19	3	1	2	0	2	15	0	5	0	0	7
103	1	C	0	0	0	0	0	0	0	0	0	0	0	0
103	1	P	23	6	1	0	0	1	8	0	1	2	0	13
103	2	C	1	0	0	0	0	0	2	0	0	0	0	0
103	2	P	25	3	7	1	0	2	12	1	0	1	0	25
103	3	C	0	2	0	0	0	0	0	0	0	0	0	1
103	3	P	19	13	9	1	0	2	6	0	3	0	0	33
103	4	C	2	3	3	0	0	0	2	0	0	1	0	11
103	4	P	15	11	3	3	1	4	8	0	2	2	0	36
103	5	C	3	3	2	0	0	0	2	0	0	0	0	13
103	5	P	11	12	1	1	0	5	10	0	2	1	0	17
103	6	C	1	0	1	0	0	0	10	0	0	0	0	4
103	6	P	9	5	2	1	0	0	4	0	0	1	0	5
103	7	C	4	1	1	0	0	0	4	0	0	0	0	6
103	7	P	8	5	3	0	0	0	10	0	3	0	0	5
105	1	C	0	0	0	0	0	0	0	0	0	0	0	0
105	1	P	11	0	1	0	1	0	5	0	1	1	0	16
105	2	C	0	0	0	0	0	0	0	0	0	0	0	0
105	2	P	6	0	1	0	1	0	6	0	2	0	0	21
105	3	C	0	0	0	0	0	0	1	0	0	0	0	0
105	3	P	21	1	1	4	1	0	8	0	0	1	0	25
105	4	C	2	1	0	0	0	0	5	0	0	0	0	1
105	4	P	29	3	5	6	0	1	15	0	0	0	0	17
105	5	C	0	0	0	0	0	0	3	0	0	0	0	0
105	5	P	43	16	6	2	5	4	18	0	1	2	0	22
105	6	C	0	3	1	0	0	0	2	0	0	0	0	3
105	6	P	32	6	0	0	0	1	19	0	0	1	0	28
105	7	C	1	0	0	0	0	0	5	0	0	0	0	6
105	7	P	22	1	2	1	0	0	7	0	0	1	0	24
106	1	C	0	0	0	0	0	0	3	0	0	0	0	0
106	1	P	13	7	4	1	1	1	22	0	6	0	0	35
106	2	C	0	0	0	0	0	0	0	0	0	0	0	0
106	2	P	12	7	2	0	0	0	16	0	3	1	0	40
106	3	C	2	0	0	0	0	0	4	0	0	0	0	0
106	3	P	18	6	11	0	0	0	20	2	3	1	0	47
106	4	C	0	0	0	0	0	0	0	0	0	0	0	0
106	4	P	0	0	0	0	0	0	0	0	0	0	0	0
106	5	C	3	2	0	0	0	0	0	0	0	0	0	3
106	5	P	29	15	10	0	1	0	20	0	4	0	0	52
106	6	C	1	0	0	0	0	0	1	0	1	0	0	5
106	6	P	22	3	4	0	0	3	3	0	0	1	0	5
106	7	C	2	1	0	0	0	1	0	0	0	0	0	2
106	7	P	70	10	2	0	0	8	7	0	6	1	0	16
107	1	C	1	0	0	0	0	0	0	0	0	0	0	0
107	1	P	10	5	1	0	1	0	13	0	0	0	0	23
107	2	C	0	0	0	0	0	0	0	0	0	0	0	0
107	2	P	17	2	3	1	0	2	5	0	0	0	0	10
107	3	C	0	0	0	0	0	0	0	0	0	0	0	0
107	3	P	11	2	0	0	0	8	3	0	0	0	0	11
107	4	C	1	0	0	0	0	0	0	0	0	0	0	0
107	4	P	5	1	1	0	0	3	7	0	0	0	0	17
107	5	C	0	0	0	0	0	0	0	0	0	1	0	0
107	5	P	11	2	0	1	1	8	10	0	0	2	0	12
107	6	C	1	1	0	0	0	0	0	0	0	0	0	0
107	6	P	11	8	2	1	0	7	16	0	1	0	0	15
107	7	C	6	0	1	0	0	0	0	0	0	1	0	6
107	7	P	30	8	5	0	0	4	5	0	1	1	0	12
108	1	C	0	0	0	0	0	0	0	0	0	0	0	0
108	1	P	23	15	1	0	0	0	7	0	0	0	0	4
108	2	C	0	0	0	0	0	0	0	0	0	0	0	0
108	2	P	11	4	3	2	0	1	8	0	0	0	0	11
108	3	C	1	2	0	0	0	0	0	0	0	0	0	0
108	3	P	19	3	1	0	0	0	4	0	1	0	0	5
108	4	C	0	3	0	0	0	0	8	0	0	0	0	1
108	4	P	13	5	1	0	0	1	6	0	2	2	0	13
108	5	C	3	4	0	0	0	0	3	0	0	1	0	0
108	5	P	18	4	4	2	0	1	5	0	1	5	0	20
108	6	C	4	4	0	1	0	1	5	0	0	0	0	1
108	6	P	29	18	6	1	0	3	12	1	1	4	0	15
108	7	C	14	2	0	0	0	0	0	0	0	3	0	2
108	7	P	23	6	6	1	0	3	10	0	1	5	0	12
109	1	C	2	0	0	0	0	0	0	0	0	0	0	0
109	1	P	24	2	4	0	0	0	5	0	1	0	0	29
109	2	C	0	0	0	0	0	0	0	0	0	0	0	0
109	2	P	15	0	0	2	0	0	7	0	2	0	0	16
109	3	C	0	0	0	0	0	0	0	0	0	0	0	0
109	3	P	30	1	3	2	0	4	1	0	5	6	0	23
109	4	C	0	0	0	0	0	0	0	0	0	0	0	0
109	4	P	10	2	1	0	0	0	0	0	0	0	0	3
109	5	C	0	2	0	0	0	0	1	0	0	0	0	0
109	5	P	33	5	4	1	1	1	10	1	4	8	0	15
109	6	C	2	0	0	0	0	0	0	0	0	0	0	0
109	6	P	39	2	2	0	0	0	7	0	2	1	0	10
109	7	C	7	0	0	0	0	0	30	0	0	0	0	4
109	7	P	36	5	1	2	0	0	18	0	0	2	0	22
110	1	C	0	0	0	0	0	0	0	0	0	0	0	0
110	1	P	19	1	4	0	1	0	20	0	0	0	0	20
110	2	C	0	0	0	0	0	0	0	0	0	0	0	0
110	2	P	17	0	0	0	1	0	4	0	1	0	0	18
110	3	C	11	0	0	0	0	0	54	0	0	0	0	1
110	3	P	15	5	5	0	0	0	27	0	0	5	0	29
110	4	C	9	12	0	0	0	0	7	0	1	0	0	0
110	4	P	20	3	0	0	0	2	10	0	3	0	0	13
110	5	C	0	0	0	0	0	0	0	0	0	0	0	0
110	5	P	0	0	0	0	0	0	0	0	0	0	0	0
110	6	C	0	0	0	0	0	0	0	0	0	0	0	0
110	6	P	0	0	0	0	0	0	0	0	0	0	0	0
110	7	C	0	0	0	0	0	0	0	0	0	0	0	0
110	7	P	0	0	0	0	0	0	0	0	0	0	0	0
119	1	C	0	0	0	0	0	0	0	0	0	0	0	0
119	1	P	31	2	2	0	0	2	12	0	0	1	0	20
119	2	C	0	0	0	0	0	0	0	0	0	0	0	0
119	2	P	17	7	1	0	1	1	18	0	0	0	0	25
119	3	C	1	0	0	0	0	0	0	0	0	0	0	0
119	3	P	17	10	5	0	0	4	3	0	3	1	0	31
119	4	C	9	1	0	0	0	0	12	0	0	0	0	1
119	4	P	33	2	1	0	0	0	18	0	2	1	0	24
119	5	C	1	1	0	0	1	2	9	0	0	0	0	3
119	5	P	19	4	4	2	1	10	15	0	1	1	0	10
119	6	C	0	1	0	0	0	0	2	0	0	0	0	0
119	6	P	21	0	5	0	0	2	3	0	2	0	0	8
119	7	C	8	1	1	0	0	0	2	0	1	0	0	11
119	7	P	31	5	4	0	0	1	7	0	10	2	0	19
123	1	C	0	0	0	0	0	0	0	0	0	0	0	0
123	1	P	7	8	0	0	0	0	5	0	0	2	0	22
123	2	C	0	0	0	0	0	0	0	0	0	0	0	0
123	2	P	2	0	1	0	0	0	1	0	0	0	0	6
123	3	C	0	0	0	0	0	0	0	0	0	0	0	0
123	3	P	2	2	1	0	3	2	5	0	0	4	0	5
123	4	C	0	0	0	0	0	0	1	0	0	0	0	0
123	4	P	6	0	5	0	2	4	14	0	2	4	0	11
123	5	C	6	0	0	0	1	0	1	0	0	0	0	0
123	5	P	11	0	2	0	1	5	11	0	0	4	0	10
123	6	C	6	0	0	0	0	0	2	0	2	0	0	0
123	6	P	10	4	1	1	0	1	8	0	1	2	0	9
123	7	C	0	0	0	0	0	0	0	0	0	0	0	0
123	7	P	0	0	0	0	0	0	0	0	0	0	0	0
124	1	C	0	0	0	0	0	0	0	0	0	0	0	0
124	1	P	18	1	1	1	0	0	11	0	1	0	0	25
124	2	C	0	0	0	0	0	0	0	0	0	0	0	0
124	2	P	7	0	0	0	0	0	14	0	0	0	0	33
124	3	C	0	0	0	0	0	0	0	0	0	0	0	0
124	3	P	5	2	0	2	0	0	5	0	0	0	0	5
124	4	C	0	0	0	0	0	0	0	0	0	0	0	0
124	4	P	0	0	0	0	0	0	0	0	0	0	0	0
124	5	C	0	0	0	0	0	0	0	0	0	0	0	0
124	5	P	6	0	0	1	0	0	0	0	0	0	0	3
124	6	C	4	0	0	0	0	0	2	0	0	0	0	6
124	6	P	6	2	1	0	0	0	8	0	0	0	0	5
124	7	C	0	3	0	0	0	0	0	0	0	0	0	2
124	7	P	45	0	1	8	0	3	10	1	1	0	0	28
125	1	C	0	0	0	0	0	0	0	0	0	0	0	0
125	1	P	4	0	0	0	0	0	6	0	0	0	0	6
125	2	C	1	0	0	0	0	0	1	0	0	0	0	0
125	2	P	5	1	1	0	1	0	5	1	5	1	0	19
125	3	C	3	0	0	0	0	0	7	0	0	0	0	1
125	3	P	1	0	0	0	0	0	0	0	0	0	0	0
125	4	C	1	0	0	0	0	0	6	0	0	0	0	8
125	4	P	34	0	3	0	2	3	7	4	6	1	0	16
125	5	C	5	5	2	0	0	0	6	0	0	0	0	1
125	5	P	3	3	3	0	0	3	5	0	3	1	0	10
125	6	C	2	0	0	2	0	0	1	0	0	2	0	3
125	6	P	22	3	2	0	2	4	5	1	3	5	0	8
125	7	C	3	4	1	0	0	0	4	1	1	0	0	13
125	7	P	9	2	3	6	1	0	8	1	4	1	0	8
126	1	C	0	0	0	0	0	0	0	0	0	0	0	0
126	1	P	9	1	0	0	0	0	0	0	2	1	0	24
126	2	C	0	0	0	0	0	0	0	0	0	0	0	0
126	2	P	0	0	0	0	0	0	0	0	0	0	0	0
126	3	C	0	0	0	0	0	0	2	0	0	0	0	0
126	3	P	12	0	0	0	0	0	5	0	0	1	0	7
126	4	C	0	0	0	0	0	0	2	0	0	0	0	1
126	4	P	27	1	1	2	0	0	2	0	2	0	0	19
126	5	C	3	0	0	0	0	0	0	0	0	0	0	1
126	5	P	14	2	3	0	0	1	2	0	1	3	0	8
126	6	C	0	9	0	0	0	0	4	0	0	0	0	7
126	6	P	28	0	0	1	1	0	0	0	1	0	0	3
126	7	C	3	1	0	0	0	0	2	0	0	0	0	6
126	7	P	9	0	1	1	0	0	1	0	0	3	0	5
127	1	C	0	0	0	0	0	0	1	0	0	0	0	0
127	1	P	3	3	1	0	0	1	4	0	0	1	0	4
127	2	C	0	0	0	0	0	0	1	0	0	0	0	0
127	2	P	2	0	0	0	0	0	5	0	0	0	0	6
127	3	C	0	0	0	0	0	0	0	0	0	0	0	0
127	3	P	4	1	0	1	0	0	1	0	0	0	0	5
127	4	C	0	1	0	0	0	0	7	0	0	0	0	0
127	4	P	8	0	0	0	0	2	2	0	1	2	0	4
127	5	C	3	2	0	0	0	0	0	0	0	1	0	0
127	5	P	5	2	3	1	0	0	2	0	4	4	0	6
127	6	C	0	2	0	0	0	0	1	0	1	0	0	1
127	6	P	9	9	1	0	0	1	15	0	4	2	0	5
127	7	C	1	2	0	0	0	0	1	0	0	1	0	2
127	7	P	6	3	1	0	0	1	3	0	0	0	0	5
