22	8	C	3.34347826087
22	9	C	3.34126040428
24	8	C	3.12830188679
24	9	C	3.87963891675
25	8	C	2.74131274131
25	9	C	3.18704074816
27	8	C	2.25606469003
27	9	C	2.5335753176
28	8	C	3.13964686998
28	9	C	3.13552631579
29	8	C	3.91760722348
29	9	C	4.25434583715
33	8	C	3.83296703297
33	9	C	3.71641791045
37	8	C	3.22621184919
37	9	C	2.57947019868
38	8	C	3.61730769231
38	9	C	3.73300370828
39	8	C	3.25231175694
39	9	C	3.63079777365
40	8	C	2.93172268908
40	9	C	3.26086956522
42	8	C	3.025
42	9	C	3.34550989346
43	8	C	4.2380952381
43	9	C	4.92410714286
44	8	C	3.90181268882
44	9	C	4.10859728507
45	8	C	3.76180482686
45	9	C	3.8952991453
47	8	C	2.89012517385
47	9	C	3.37263464338
48	8	C	3.14232673267
48	9	C	3.37823275862
49	8	C	3.17991004498
49	9	C	3.15852442672
50	8	C	3.45534150613
50	9	C	3.68282828283
51	8	C	2.92027972028
51	9	C	3.78775510204
54	8	C	3.41904761905
54	9	C	3.47333333333
55	8	C	3.88868940754
55	9	C	3.75127420999
58	8	C	3.34291377602
58	9	C	3.94994438265
59	8	C	3.67874015748
59	9	C	3.53576437588
61	8	C	2.81094527363
61	9	C	3.33632286996
62	8	C	2.76520509194
62	9	C	3.932
64	8	C	2.03835616438
64	9	C	1.81314878893
65	8	C	3.96422487223
65	9	C	5.53142857143
66	8	C	4.22054380665
66	9	C	3.9128113879
68	8	C	3.13684210526
68	9	C	2.79746835443
72	8	C	4.16586538462
72	9	C	4.33962264151
73	8	C	3.65340909091
73	9	C	3.75555555556
74	8	C	3.44568245125
74	9	C	4.43322109989
75	8	C	2.94671814672
75	9	C	2.8331838565
77	8	C	2.968
77	9	C	3.07766990291
78	8	C	1.95218295218
78	9	C	2.41711229947
79	8	C	3.46941489362
79	9	C	2.92520491803
80	8	C	2.59295499022
80	9	C	2.7436440678
81	8	C	3.19418960245
81	9	C	4.18927444795
82	8	C	2.91723202171
82	9	C	3.60273972603
83	8	C	2.60421052632
83	9	C	3.65154264973
84	8	C	2.57183499289
84	9	C	3.15420560748
85	8	C	2.36330275229
85	9	C	2.02374670185
87	8	C	2.42544987147
87	9	C	2.84210526316
88	8	C	2.93670886076
88	9	C	3.24102564103
89	8	C	2.63914780293
89	9	C	3.10215053763
92	8	C	4.47332576617
92	9	C	3.99030067895
100	8	C	3.71070615034
100	9	C	3.90488110138
102	8	C	3.52959501558
102	9	C	3.29804560261
103	8	C	3.86956521739
103	9	C	3.18098159509
105	8	C	2.44594594595
105	9	C	2.81472684086
106	8	C	2.26649076517
106	9	C	2.35980148883
107	8	C	3.8751835536
107	9	C	3.04431314623
108	8	C	2.79003021148
108	9	C	2.9081803005
109	8	C	2.9964028777
109	9	C	3.18526543879
119	8	C	2.55839416058
119	9	C	3.15047879617
124	8	C	2.67638483965
124	9	C	2.34259259259
125	8	C	3.64601769912
125	9	C	3.56204379562
126	8	C	3.31481481481
127	8	C	3.39739413681
127	9	C	3.42598187311
